Source	GeneSetID	GeneSetName	GeneList	n_Genes
L1000	BRD-A11605036_-666_MCF7_6.0_h_10.0_um	BRD-A11605036_-666_MCF7_6.0_h_10.0_um	CDH1 FCER1A GLIPR1 GOLGA8A GOLGA8B PHLDA2 PLAGL1 BEX1 COL5A1 DDX17 GSTM3 LPL MARCKS SFN	14
L1000	BRD-A11678676_-666_MCF7_6.0_h_10.0_um	BRD-A11678676_-666_MCF7_6.0_h_10.0_um	1060P11.3 AQP3 BASP1 BNIP3L BTG1 C6ORF48 CCNG2 CD44 CDK19 CDKN1B DDIT4 DNAJC12 ERBB3 FAM117A FAM63A FOXO4 GAA GDF15 GNA15 GRN H1FX HBP1 HIST1H2AC HIST1H2BD ID2 IFITM1 INSIG1 IRX5 KLHDC2 MBNL2 METTL7A MXI1 N4BP2L1 NCOA2 NDUFA4L2 NRIP1 OXR1 PDZK1IP1 RAP1GAP RB1CC1 RIN2 RNF167 SEPP1 SERINC3 TM4SF1 TNNT1 TSC22D3 TXNIP UCP2 WIPI1 WLS ZMYND8 AKAP12 ANPEP CDC25A CDK2AP1 DLK1 DNM1L DPYSL3 EIF5A EMP1 GABPB1 GNAS GRWD1 HOMER2 KRT7 LDHB MAGEA3 ME2 NT5DC2 PFKP PHLDA1 PRAME PTGDS RRP12	75
L1000	BRD-A11678676_Wortmannin_MCF7_6.0_h_10.0_um	BRD-A11678676_Wortmannin_MCF7_6.0_h_10.0_um	1060P11.3 ABCC3 ABHD4 AKR1B10 BLNK BPTF BTG1 CCNG2 CLCA2 DHRS2 ERBB2 ERBB3 FXYD3 GALC GAS1 GPATCH8 GPX2 GRN GSTA4 HEPH HIST1H2AC HMOX1 IGF1R LEPREL1 LYZ MAPKAPK5 METTL7A MYB MYOF NCOA2 NPY1R NUPR1 PCBP2 PDZK1IP1 PSAP PTPRZ1 RAP1GAP RPS4Y1 S100A9 ST6GALNAC2 STAR STC2 SULF1 TFAP2C TFF1 TNFSF10 TSC22D3 TXNL4B WSB1 ZMYND8 AKAP12 CBFB CCNE2 CDC25A CDCA4 CNN3 COL6A2 CYTL1 DKC1 DKK1 DNAJA1 DNAJB1 EIF2S3 EIF5A ESD FABP5 FABP7 GABPB1 GNAS HBEGF HMGCS1 HSPA1A HSPH1 LAGE3 NFIB NUTF2 PRMT1 PTGDS RPN2 S100A2 SFN SMAD1 UBE2S UTP14A	84
L1000	BRD-A11706664_EI-332_MCF7_6.0_h_10.0_um	BRD-A11706664_EI-332_MCF7_6.0_h_10.0_um	1060P11.3 ABHD4 ACKR3 ADCK3 ADM AKR1C1 APOBEC3B BTG1 CCNG2 CDK7 CDKN1B CHMP1B CXCL8 DUSP6 EAPP ERBB3 FAM60A GABRP HBP1 HILPDA HMOX1 IRF2 ITGB6 JUND KEAP1 KYNU MAFF MMP7 MYC NFKBIA PNRC1 PUM2 RFX5 SERPINA3 SLC6A14 SMAD3 SOD2 SOX4 STAR TGIF1 TICAM1 TIPARP TRIB1 TRIM16 TSKU TXNRD1 VLDLR WEE1 ZFP36 ZHX2 ADIRF BCHE C7 CCL13 CD209 CDH1 CENPE CFH CHCHD7 COL3A1 CRIP2 CRP CYBA CYP3A5 CYP3A7 EBP EFNB2 FABP1 GAS6 GUK1 HAL HGF IGFBP7 ISG15 ITGAE LGALS4 MXRA5 MXRA7 NUAK1 ODC1 PAPSS2 PLGRKT PPP3CA PXMP2 SCG5 SEPW1 SPINT2 TCFL5 THY1 TMSB15A TSPAN4 TSPAN8 UCHL3 UGT2B15 UGT2B17	95
L1000	BRD-A12083771_-666_MCF7_6.0_h_10.0_um	BRD-A12083771_-666_MCF7_6.0_h_10.0_um	1060P11.3 APBB2 CA2 CXCL10 CXCR4 EREG GPR116 HSPA6 JUP LYN NEFL PHLDA2 RGS5 SCG5 SERPINA1 TMEM158 TRIB2 VEGFA CASP7 CRK FOLR1 MID1 MSX1 PLTP RAPGEF2 RHOBTB3 S100A10	27
L1000	BRD-A13133631_FLUOROMETHOLONE_MCF7_6.0_h_10.0_um	BRD-A13133631_FLUOROMETHOLONE_MCF7_6.0_h_10.0_um	1060P11.3 CAV1 CES1 NAMPT UGDH CD24 CITED2 DDAH1 FOS NPTX2 SPON1 ST6GALNAC5	12
L1000	BRD-A13195221_11-(4-Diethylamino-phenyl)-3-phenyl-2,3,4,5,10,11-hexahydro-dibenzo[b,e][1,4]dia_MCF7_6.0_h_10.0_um	BRD-A13195221_11-(4-Diethylamino-phenyl)-3-phenyl-2,3,4,5,10,11-hexahydro-dibenzo[b,e][1,4]dia_MCF7_6.0_h_10.0_um	1060P11.3 CA2 CD36 CNPY3 CTBP2 DDIT4 EFNB2 FCN1 GRN HNRNPDL IGL JUP KIAA1598 KLF5 LYN MEIS2 NETO2 S100A12 TBC1D9 THBS1 TPD52L1 TRIB2 TSPAN13 VEGFA ACOT9 ACTA2 ANXA1 ANXA5 CFI CP CXCL14 DCN DDX3Y DKK1 E2F2 FABP5 GATM HOMER1 ID1 IFI27 MSX1 PEBP1 PTN RBM34 RBP4 RPL38 RPS11 RPS27L S100A2 SFN TFPI	51
L1000	BRD-A13650332_-666_MCF7_6.0_h_10.0_um	BRD-A13650332_-666_MCF7_6.0_h_10.0_um	1060P11.3 ADAMDEC1 AKR1C3 CA12 ENPP2 HIST1H1C SLC6A8 APOD DLC1 LAMP5 PCDH9 S100A7 VLDLR	13
L1000	BRD-A13914662_-666_MCF7_6.0_h_10.0_um	BRD-A13914662_-666_MCF7_6.0_h_10.0_um	1060P11.3 ADIRF AKR1C1 AKR1C2 AKR1C3 ALDH1A1 ALDH1A3 ALDH3A1 GCLM HMOX1 ME1 PLA2G2A PPAP2B RHOBTB3 UCHL1 AMIGO2	16
L1000	BRD-A13964793_-666_MCF7_6.0_h_10.0_um	BRD-A13964793_-666_MCF7_6.0_h_10.0_um	1060P11.3 ADIRF ENPP2 GJA1 HIST1H2AC HSPA6 IL1R1 MAN1A1 SRGN AKR1B1 FOLR1 MAGEA3 MRPS2	13
L1000	BRD-A14966924_-666_MCF7_6.0_h_10.0_um	BRD-A14966924_-666_MCF7_6.0_h_10.0_um	1060P11.3 ANPEP ANXA4 CA2 CD52 COL1A2 COL3A1 CPB1 DHRS7 F13A1 FGFR2 GABRE GAGE3 GRB7 HIST1H1C HSPA6 MME PLIN2 SPON2 AKAP12 ASCL1 CHI3L2 GPX3 MRPS2 RNF167	25
L1000	BRD-A15010982_10006350_MCF7_6.0_h_10.0_um	BRD-A15010982_10006350_MCF7_6.0_h_10.0_um	1060P11.3 AGR2 ALDH1A3 AREG ATF3 ATP1B1 BHLHE40 C1ORF106 CCL20 CD44 CD55 COCH CTSZ CXCL10 CXCL8 DUSP4 DUSP5 DUSP6 EGR1 ENC1 F2RL1 F3 FAM46A FAM60A FHL2 FOSB FOSL1 GALNT7 GPRC5A HBEGF IER3 IGF2BP3 INHBA JUNB KLF4 LDLR LGALS8 LIF LRP10 MICAL2 MT1X MYC MYO6 NR4A2 NR4A3 PHLDA1 PHLDA2 PLAT PLAU PLAUR PLEK2 RGCC RGS2 RNF128 S100P SERPINB5 SIK1 SMAD3 SOX9 TFAP2B TFF1 TM4SF1 TNFRSF21 TRIB1 VEGFA XIST YBX3 ZC3H12A ZFP36 ZYX CLU DAB2 OLFM1 PDE4DIP RPS27L SEPP1 SESN1	77
L1000	BRD-A15297126_FLUOCINONIDE_MCF7_6.0_h_10.0_um	BRD-A15297126_FLUOCINONIDE_MCF7_6.0_h_10.0_um	FASN GALNT10 IFITM1 MACF1 MTA1 MYB PTGES PXDN SLC27A2 STC2 UGDH 1060P11.3 A2M ANXA1 BTG3 GPM6B MSLN PTGDS TUSC3	19
L1000	BRD-A15415227_-666_MCF7_6.0_h_10.0_um	BRD-A15415227_-666_MCF7_6.0_h_10.0_um	1060P11.3 AKR1C1 AKR1C2 AKR1C3 ANXA1 BBOX1 CAV2 CCL8 CD47 CLCA4 GABRP GLUD1 IKZF1 PXMP2 SRGN TF BACE2 IGFBP7 RNF167	19
L1000	BRD-A15415227_GW 1929_MCF7_6.0_h_10.0_um	BRD-A15415227_GW 1929_MCF7_6.0_h_10.0_um	1060P11.3 AEBP1 AKR1C3 ANKRD10 ARHGAP29 ARL4C BEX1 C10ORF10 CA2 CD44 CNN3 COL11A1 CRIP2 CXCL10 CXCR4 EMX2 ENPP2 ESR1 FAM117A FGF9 FZD5 GAGE3 GNA15 GRB7 HLA-DQA1 IGHM IGJ LEF1 LOC100505650 LSM5 MS4A3 MT1G MYB NT5E ORC1 PCK1 PIK3CA PLK2 PPOX PRAME SERPINE1 SH3BGRL SPARC ST6GALNAC5 SULF1 THBS1 TKT TNFRSF17 TNFSF10 VTCN1 ACOT9 ADD3 ADIRF AHNAK2 ANPEP ASCL1 BIN1 C8ORF4 CALCA CHRDL1 COL9A3 COTL1 CSRP2 DHRS2 DKK1 E2F2 FABP5 GPM6B HSPA8 HSPB8 ID1 IFITM2 IGFBP4 KRT17 LPL NR2F1 NTS ODC1 OLFM1 PLBD1 PTP4A2 RNF167 S100A2 S100A7 S100P SEPP1 SLPI SORD SPRR3 TARP TBCB TCFL5 TSPAN4 TSPAN8 TUSC3	95
L1000	BRD-A15435692_-666_MCF7_6.0_h_10.0_um	BRD-A15435692_-666_MCF7_6.0_h_10.0_um	1060P11.3 AK4 AKR1B10 DFNA5 EGFR FEZ1 HPGD IGHM IGKC IGKV1-5 IGLV2-23 KCNJ2 KRT17 MTSS1 NXN PI3 RAB38 SERPINB3 SLC16A1 SLC6A8 TNFSF10 TSKU ZFP36L2 CKS2 CLC CLIC4 CYBA DNAJC12 FAM120A FGF13 FOSB G0S2 HOXC6 ITM2A LMO2 MAP7 MSLN MT1F MT1G MT1M NNMT NTRK2 PCSK1 PRKD3 QPCT S100P SCG3 SERPINA3 SF1 SGK1 ZBTB10	51
L1000	BRD-A15914070_-666_MCF7_6.0_h_10.0_um	BRD-A15914070_-666_MCF7_6.0_h_10.0_um	1060P11.3 ABCB6 ABHD4 ADM AKR1B10 AKR1C1 AKR1C2 ALDH3A1 ANXA1 AOX1 CD163 CRYAB CXCL6 CXCL8 DENND1B DUSP5 ELANE EMP1 FAM46A FOSL1 GABARAPL1 GCLC GCLM GLUL GPI GPX2 GPX3 HMGCS1 HMOX1 HSPA2 HSPA6 ID4 ITM2A KCND3 KDM5D KDSR KLF4 KRT6A KRT6B LMO2 LTF MAP2K3 ME1 MMP7 MPO NQO1 PGD PIR PLA2G2A RAD23B RHOBTB3 RNF167 RPS4Y1 S100A8 S100A9 S100P SATB2 SERPINB2 SERPINB5 SERPINE2 SLC16A3 SLC7A11 TFPI TFPI2 TNFAIP3 TNFAIP6 TXN TXNRD1 UCHL1 UGDH ZFAND5 ANXA3 CYR61 DENND2D ETS2 EVI2A FBP1 FUT8 H2AFV HES1 HNMT ITGA3 LRIG1 MECOM MLPH NGFRAP1 PEG10 POU2AF1 PRKCD SEMA3C SULT1C2 TMSB15A TNS3 TSC22D3 VIM	95
L1000	BRD-A16311756_ETHOPROPAZINE HYDROCHLORIDE_MCF7_6.0_h_10.0_um	BRD-A16311756_ETHOPROPAZINE HYDROCHLORIDE_MCF7_6.0_h_10.0_um	1060P11.3 AMIGO2 CHI3L1 CLDN10 COL5A1 DHCR7 DPYSL3 FAM69A FAP FDFT1 INSIG1 LDLR MSMO1 MTA1 PXDN RTN2 SCD SCGB2A1 SCNN1A TRD TRDV3 ACOT7 AGR2 BZW2 CXCL8 GSTM3 NETO2 TGFBR2 TSPAN13 TSPAN3 XPO7	31
L1000	BRD-A16332958_-666_MCF7_6.0_h_10.0_um	BRD-A16332958_-666_MCF7_6.0_h_10.0_um	1060P11.3 CA1 CPA3 CRIM1 DSC2 FABP1 FGFR3 HSD11B2 MS4A12 MYB PCK1 PDGFC SATB2 SERTAD2 TIMP1 TPSB2 VAV3 BACE2 CHGB CPS1 EIF4G1 MTUS1 NTS SLC25A36 SORD ZNF131	26
L1000	BRD-A16820783_-666_MCF7_6.0_h_10.0_um	BRD-A16820783_-666_MCF7_6.0_h_10.0_um	1060P11.3 ANXA4 ARG2 CCL20 CD24 CFB COMP CXCL8 DDIT4 ENO2 FLNA IER3 IGFBP6 IVNS1ABP JUN MBP MSN NTRK2 RBPMS RCAN1 RGCC SERPINA5 STMN2 TFPI2 TKTL1 TPP1 VSNL1 ATF5 C14ORF2 CANT1 DCN INSIG1 ITGB1BP1 MICU2 MSLN ODC1 POLG2 PPP2R3C RAD23B RRP12 SLC27A2 TBX2 TUBB6 UBR7	44
L1000	BRD-A17016119_-666_MCF7_6.0_h_10.0_um	BRD-A17016119_-666_MCF7_6.0_h_10.0_um	1060P11.3 CA2 CPB1 CX3CR1 EXT1 FAM69A HOXD1 PVRL3 RAPGEF5 RCBTB2 RFNG RGCC RGS1 SNX7 SST VCAM1 CNPY3 CYP1B1 ENO2 ESR1 GADD45B GPRC5A KYNU MT1X NR2F2 PIK3R1 RARRES1 SELL SERPINA1 SERPINA3 TFF1 TSC22D1 TSPAN13	33
L1000	BRD-A17411484_-666_MCF7_6.0_h_10.0_um	BRD-A17411484_-666_MCF7_6.0_h_10.0_um	1060P11.3 HOPX HSP90B1 ICAM2 KCTD12 PLBD1 TMEM176B TPM2 C3 CFB FADS1 FOXC1 GPRC5A RNF167 SRC	15
L1000	BRD-A17462676_Bambuterol hydrochloride_MCF7_6.0_h_10.0_um	BRD-A17462676_Bambuterol hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 BICC1 CAPN3 CCL13 CCL18 CD59 CPM CRYL1 CSGALNACT1 CTSB CTSC DLK1 EFEMP1 EGFR EGR3 ENC1 F13A1 FGFR3 GRB14 HSPA1A ID1 IGFBP7 KIAA1033 KRT14 KRT5 KRT7 LY75 MS4A4A NTRK2 OPN3 PLAGL1 PLAU PON2 PROM1 PSMD10 PSPH RPL31 SERPINB9 SKP1 SOX9 TACSTD2 TEX30 TGFBI TIMP2 TNFRSF10B TNS3 TSPAN13 ZNF185 A2M ACKR3 ALDH1A2 ATP2A3 BMP2 CA2 CEMIP CITED2 DPYSL3 EPB41L3 FIS1 IGHD IGKV1-5 ITGA4 KRT13 LAMA4 LGALS4 LXN MAOA MUC1 PBX3 PLA2G2A PLAC8 RGS5 ROBO1 SCD SCG2 SLAMF7 SOX11 SPINK1 SPON2 THBS1 TMSB15A TRIB2 VPS28	83
L1000	BRD-A18411371_2-[(chloroacetyl)(3-chlorophenyl)amino]-N-cyclohexyl-2-(4-methoxyphenyl)acetamide_MCF7_6.0_h_10.0_um	BRD-A18411371_2-[(chloroacetyl)(3-chlorophenyl)amino]-N-cyclohexyl-2-(4-methoxyphenyl)acetamide_MCF7_6.0_h_10.0_um	1060P11.3 ADM AKR1C1 AKR1C2 AKR1C3 ALOX5 ASNS CALML4 CHN1 CLGN COL11A1 CX3CR1 DDIT4 DOK5 EPS8 GADD45B GBE1 GCLM GSDMB HBB HIST1H2BG HLA-DQA1 HMOX1 HSPA1A HSPA6 HSPH1 IGFBP5 KIAA0226L LCN2 LEF1 LGR5 MAP1B MFAP5 MKNK1 MS4A1 NQO1 NT5E S100A8 S100A9 SCG5 SULF1 TRIM2 TXNL4B VEGFA WNT5A ACTG2 AQP3 FABP5 GNA15 HOPX HPGD KRT14 LPL MAP7 PDZD2 POSTN RRBP1 SERPINB3 SESN1 SFN SLC39A6 SRPX TCTA TFPI TGFB1 TGM2 TM4SF1 WWTR1	68
L1000	BRD-A18419789_Etoposide_MCF7_6.0_h_10.0_um	BRD-A18419789_Etoposide_MCF7_6.0_h_10.0_um	1060P11.3 ACSL5 ALDH1A3 BEX1 BTG2 CCND2 CD44 CDH1 CLCA1 CPA3 CPE CTGF DDB2 DDIT4 DHRS2 DKK3 EMP1 FAS FDXR FGFR3 FOSL1 FXYD3 GADD45A GPR64 KCNMA1 KDM5D KRT5 LGALS3BP NEBL PRUNE2 PTPRN2 RNF128 RPS27L RTP4 SEMA3C SERPINA1 SERPINE2 SESN1 SLC2A10 STK10 TBX3 TOB1 TRD TRIM2 TRIM22 ASPM AURKA BIRC5 BUB1 CA12 CCNF CENPA CENPF DBF4 DEPDC1 DLGAP5 FAM64A GTSE1 HOMER1 HOXC6 JADE2 KIF14 KIF18B KIF20A KIF23 KIF2C KLK11 KRT10 KYNU LBR MKI67 MTDH NEK2 PDLIM5 PLK1 PSRC1 QKI SPAG5 TFPI TOP2A TPM4 TPX2 TTK UBE2C UBE2S UGCG ZFP36L2	87
L1000	BRD-A18725729_2-[(chloroacetyl)(4-chlorophenyl)amino]-N-cyclohexyl-2-(4-methoxyphenyl)acetamide_MCF7_6.0_h_10.0_um	BRD-A18725729_2-[(chloroacetyl)(4-chlorophenyl)amino]-N-cyclohexyl-2-(4-methoxyphenyl)acetamide_MCF7_6.0_h_10.0_um	1060P11.3 ABCB6 ASNS ATP6V1D AUTS2 CD24 CD44 CDH2 CHAC1 CXCL8 CYP1B1 DDIT3 DDIT4 EHD3 ENO2 HIST1H2BG HLA-DQA1 HMOX1 HSPA1A HSPA6 HSPA8 IRX5 ITGAM LIMCH1 LTB MMP3 MMP7 MMP9 MNDA MYC MYLK NKX3-1 PENK PFKFB3 PIEZO1 PSAP QPCT SAMD4A SLC48A1 SPP1 SULF1 TOX3 TRIB3 TRIM2 ANGPT1 ARMCX1 BTG2 DAPK1 DLK1 DPYSL3 F2RL1 FABP5 FAM107A FBXL12 GAS1 HEY1 HOXA5 HOXB2 HPGD ID1 LGALS3BP LRRC17 MEIS1 PLAGL1 POSTN PSPH PTGER4 SCG2 SCGB2A1 SEPP1 SERPINB2 SERPINB3 SLPI SRPX TFPI TNNC1 TNNT1	77
L1000	BRD-A19248578_L5288-1MG_MCF7_6.0_h_10.0_um	BRD-A19248578_L5288-1MG_MCF7_6.0_h_10.0_um	AFF1 AKAP13 BST2 CD55 FOXO4 HECA HMGCS1 LEF1 MYO10 NPC1 RAB11FIP1 SORL1 TBC1D4 TNFAIP3 UCP2 WDTC1 ADIRF COL3A1 CYC1 EIF5 MRPL15 PRR7	22
L1000	BRD-A19633847_PERHEXILINE MALEATE_MCF7_6.0_h_10.0_um	BRD-A19633847_PERHEXILINE MALEATE_MCF7_6.0_h_10.0_um	1060P11.3 AARS ACLY ACSL1 AGR2 AKAP8L ALDH1A1 ANKRD10 APOD ASNS AZGP1 BHLHE40 BTG1 CCNG2 CD46 CHRDL1 COL9A3 CRISPLD2 CST1 CYP1B1 CYP51A1 DDIT3 DDIT4 DHCR24 DHCR7 DUSP1 DUSP4 FADS1 FDFT1 FOXO1 FOXO3 FZD7 GPR64 GULP1 HBP1 HERPUD1 HMGCR HMGCS1 HMOX1 IER3 INSIG1 KCNE4 KDM3A LDLR LPIN1 ME1 MSMO1 MYC NEAT1 NFIL3 NFKBIA NPC1 OSBPL8 PCK2 PSAT1 RBMS1 SCD SFRP4 SLC1A4 SLC2A6 SLC3A2 SLC7A11 SOX4 SPRED2 SQLE STC2 SYT1 TIPARP TNFAIP2 TNFAIP6 TRIB3 TSC22D3 VCAN A2M B3GNT1 CDC25A DDX3Y FCGBP GUCY1A3 HAL HHEX MAT2A MEF2C MMP12 RNF128 RPS4Y1 SRGN TSEN2 TSPAN7 UBE2G2	90
L1000	BRD-A19633847_Perhexiline maleate_MCF7_6.0_h_10.0_um	BRD-A19633847_Perhexiline maleate_MCF7_6.0_h_10.0_um	1060P11.3 ABCC4 AGTR1 AZGP1 BNIP3L CFB CRISPLD2 DDIT4 DDX17 DHCR24 DSP DUSP4 FASN FDFT1 HMGCS1 IGF2BP3 INSIG1 JUP KDELR3 LDLR NEAT1 NOTCH2 PDZK1IP1 PEG10 SCD SGCE SPRY1 TIMP2 TPSAB1 VNN1 ASCL1 CA2 CNN3 FIS1 GRWD1 ISOC1 LAPTM5 LGR5 LRRFIP1 NETO2 PLAC8 SH3BGRL3 SOX11 SRSF7 TMSB15A	45
L1000	BRD-A19952358_Closantel_MCF7_6.0_h_10.0_um	BRD-A19952358_Closantel_MCF7_6.0_h_10.0_um	1060P11.3 ASS1 BEX4 BTG2 CAPN2 CD44 CHI3L1 CHN1 COL11A1 COL4A5 COLEC12 CST1 CYR61 EGR1 FOLR1 GAGE3 GREM1 HEPH HLA-DPA1 HLA-DQA1 HLA-DRA HLA-DRB1 HOXB2 HOXB6 KCNJ2 MEIS2 NVL RGCC SLC1A3 SPINK1 SULF1 TES TLN1 TMEM158 TMPRSS3 TRAPPC6A TRIM2 UBQLN2 VTCN1 XIST ACAT2 AKR1C1 AKR1C2 ALCAM BASP1 CALCA CLU DDX3Y EIF1AY FADS2 FHL1 FSTL1 G0S2 G6PD GPX1 GPX3 GSN GSTM3 IFI6 KAZN KIT KRT10 NFKBIB NPY1R PIP4K2B PRR7 RET RPL36 S100A2 SNX7 SOX11 SPATS2L	72
L1000	BRD-A20348246_Chlormezanone_MCF7_6.0_h_10.0_um	BRD-A20348246_Chlormezanone_MCF7_6.0_h_10.0_um	1060P11.3 BASP1 CLIC3 CPS1 CYP2C9 DDX3Y EIF1AY GPR126 HIST1H2BG ID1 KDM5D MRPS16 PBX1 SEL1L3 TFF1 TSPAN8 VNN1 ADD3 AHR ARL4C CNN3 CP CSTA CXCL12 DEGS1 EPB41L2 FZD6 GGH GPNMB HLA-DPA1 HMGN3 HNRNPL HPRT1 IGFBP7 IGL IGLL1 KIT LGALS3BP MAN1A1 MET MMP7 NEDD9 NOV NRIP1 PEG10 PIK3R1 PLAT POLR2K S100A8 SGCE SMC1A SPARC SYBU WFDC2	54
L1000	BRD-A20589515_-666_MCF7_6.0_h_10.0_um	BRD-A20589515_-666_MCF7_6.0_h_10.0_um	1060P11.3 ADAMDEC1 ARHGAP29 BASP1 CADM1 CCL19 CD163 CDC42EP3 CEP57 CHGB CTSZ CXCL12 CYP26B1 DCN DEPTOR DKK3 DLK1 EIF2S3 ENPP2 G0S2 GCH1 HLA-DPA1 HOPX ITM2A LTF MAP7 MFAP5 MICAL2 MMP9 MSN NPR3 PACSIN3 PDCD4 PDZK1 PEG3 PLIN2 PLXNC1 PSMF1 PTGER4 PTGIS QPCT RBKS RRAS2 RRP8 SLC39A8 SPINK2 TFEC TFPI TGFBR3 TLE4 VTCN1 ABCC4 ALOX5 AQP3 CBR3 CCL20 CD47 CDH2 CEACAM5 CEACAM6 CLCA4 CNPY3 CSRP2 CYP1B1 DEFB1 DUOX2 GDF15 HCAR3 HMG20B HSPB8 IGFBP2 ISG15 ITGA6 KRT13 KRT4 LCN2 LRRC17 MFSD10 MUC4 MX1 MX2 NR4A2 OLFM4 PLK2 POLD4 PPP2R5E PRKAR2B RNASET2 STC1 TMF1 TMSB15A TNFRSF21 TNFSF10 TSPAN8	94
L1000	BRD-A20697603_T8902_MCF7_6.0_h_10.0_um	BRD-A20697603_T8902_MCF7_6.0_h_10.0_um	1060P11.3 ABHD4 AQP1 BHLHE41 CADM1 CD163 CTSZ CYTIP DDIT4 DNAJB1 DUSP5 FKBP14 FTH1 GLIPR1 GREM1 HSPA6 IL1R2 INSIG1 ITGA6 ITM2A LAMP5 LDHB MEF2C PPAP2B PSAP QPCT SERPINA1 SIK1 SLC2A3 SLC30A1 SORBS2 SRGN TUFT1 TXNIP ALDH1A3 CHRDL1 CTSG GATA3 GSTM3 HES1 JADE2 KRT18 SCAND1 SOX4 SPDEF	45
L1000	BRD-A22032524_-666_MCF7_6.0_h_10.0_um	BRD-A22032524_-666_MCF7_6.0_h_10.0_um	1060P11.3 AZGP1 CD24 COL11A1 GAGE3 HBP1 HIST1H2AC IGFBP5 IL1R1 MDFIC SPON1 TRIB3 HSPA1A LMO2 NIP7 RPS4Y1 TUBB2A	17
L1000	BRD-A22032524_AMLODIPINE BESYLATE_MCF7_6.0_h_10.0_um	BRD-A22032524_AMLODIPINE BESYLATE_MCF7_6.0_h_10.0_um	1060P11.3 BST2 CCK CCNG2 CES1 CREM CST1 CYP51A1 DDIT4 DHCR7 DPYSL2 DUSP4 FADS1 FDFT1 FDPS GREM1 GSTP1 HLF HMGCR HMGCS1 HOPX IDI1 IFI30 IFITM1 INSIG1 LDLR MSMO1 OPN3 PCP4 SC5D SERPINE2 SPARC SQLE TGFBR2 TXNIP VCAN YPEL5 AKAP12 CA2 CCDC86 CD24 COL9A2 CXCL14 FCGBP FRZB GBA3 SMAD1 TFPI2	48
L1000	BRD-A22032524_Amlodipine_MCF7_6.0_h_10.0_um	BRD-A22032524_Amlodipine_MCF7_6.0_h_10.0_um	1060P11.3 ACKR3 AUTS2 BMP2 CTNND1 EGLN3 ELF5 ENO1 FAM129A FARP1 FCER1A HMGCS1 IFNAR1 INSIG1 KIT NEBL NFKB2 NFKBIB PNMA2 RRAGD SDC2 SNX7 SPINT1 SQLE SRD5A1 TMEM45A TOPBP1 TOX3 TRIM29 ABCA8 ALDH1A1 BST2 C3 CANT1 CCNB2 CDC20 CLCA1 CLEC11A CLEC2B CYP1B1 DFFB DLD EML3 F3 FKBP11 FN1 GALNT12 IFI27 IRS2 ITGAE KANK2 LDHB LGALS1 LHFP LTBP3 LTF LUC7L3 MAF MRPS16 PLA2G2A PLAUR PMEPA1 PRKAR2B PSPH RARRES1 SCAND1 SERPINE2 SFRP4 SPARCL1 TATDN2 TFPI TFPI2 TGM2	73
L1000	BRD-A22380646_-666_MCF7_6.0_h_10.0_um	BRD-A22380646_-666_MCF7_6.0_h_10.0_um	1060P11.3 CITED2 GPNMB PEG10 PPOX SPON1 SUV39H1 TPSAB1 AKAP12 CXCL12 KIAA0125 LEF1 PDLIM5 SRPX TRBC1 TSPYL5	16
L1000	BRD-A22713669_BVT 948_MCF7_6.0_h_10.0_um	BRD-A22713669_BVT 948_MCF7_6.0_h_10.0_um	ABHD4 ACKR3 ANPEP BEX1 CXCL8 CYP1A1 CYP1B1 DHRS2 FGFR3 FOSL1 G6PD GADD45A GPR56 HMOX1 JUN KLF4 KRT19 KRT7 LAMP3 MAFF MAPKAPK5 NEAT1 NQO1 PPAP2B PROM1 SH3BP4 TIPARP TNFAIP2 TSKU UCHL1 UGDH 1060P11.3 FABP1 FASTKD5 IGHD IGHM IGKV3-20 IGLV3-19 POSTN	39
L1000	BRD-A23683907_-666_MCF7_6.0_h_10.0_um	BRD-A23683907_-666_MCF7_6.0_h_10.0_um	1060P11.3 DSP IL13RA2 MAFB PELI1 RGS4 SDC2 THBD TLR4 CD44 CEACAM5 DTX4 GALNT12 MLLT11 PRG2 ZNF131	16
L1000	BRD-A23689620_Avermectin B1a_MCF7_6.0_h_10.0_um	BRD-A23689620_Avermectin B1a_MCF7_6.0_h_10.0_um	1060P11.3 ANXA1 ASNS ATF3 CCND2 CFD COLEC12 CWC25 DDIT4 EFHD1 EPB41L2 FCGBP FN1 HIST1H1C HIST1H2AC HIST1H2BD HMOX1 ID4 IGFBP5 LASP1 LCN2 LMO4 MAPKAPK5 MARS NEAT1 NFIL3 NFKBIB NID2 NUPR1 OLFM4 PCGF2 PCK2 PDGFRA PDZRN3 PEG10 PROM1 PROS1 PSMB3 PTX3 RPS4Y1 RSL24D1 S100A1 S100P SDC2 SERPINA3 SGCE SNAI2 STAR TMEM100 TPD52 UBQLN2 UFM1 VEGFA AKR1C1 AKR1C2 ATP6V0E2 BCL6 BST2 CA12 CA2 CYB561 CYFIP2 DEFB1 DLD ENPP2 GAL GATA3 HSPA1A KRT14 KRT5 LGALS3BP MALT1 P4HTM PDGFA PPIG PRDX2 PXDN SFN SNCA SPRR1A TFPI2 TNIP1 TRIP6 XIST	84
